Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.93769E-4,97.05215183,0.994812718,0.002340386,0.967741935,0
1.00676E-3,97.25246854,0.995157426,0.002153155,0.969208211,0
1.07454E-3,97.568783527,0.996617579,0.001872309,0.972140762,0
1.11361E-3,97.790280178,0.997249702,0.001685078,0.975073314,0
1.14354E-3,98.018365156,0.997652749,0.001497847,0.978005865,0
1.16843E-3,98.365479232,0.997942596,0.001217001,0.982404692,0
1.19053E-3,98.602776487,0.998169789,0.00102977,0.985337243,0
1.2332E-3,98.849301511,0.99853982,0.000842539,0.988269795,0
1.28552E-3,99.102130847,0.99889313,0.000655308,0.991202346,0
1.35961E-3,99.368996413,0.999252292,0.000468077,0.992668622,0
1.36273E-3,99.505269789,0.999264559,0.000374462,0.994134897,0
1.52091E-3,99.800187646,0.99968169,0.000187231,0.997067449,0
1.99812E-3,100,0.999974559,0.000093615,0.998533724,0
1.99812E-3,100,0.999974559,0.000093615,1,0
